Número_da_Publicação,Assunto,Região,Estado, Total 
GM 00480/2020,PANDEMIA,SUL,PR," R$ 32,665,541.83 "
GM 00480/2020,PANDEMIA,SUL,RS," R$ 32,435,799.93 "
GM 00480/2020,PANDEMIA,SUL,SC," R$ 20,447,421.35 "
GM 00480/2020,PANDEMIA,CENTRO-OESTE,DF," R$ 9,007,310.79 "
GM 00480/2020,PANDEMIA,CENTRO-OESTE,GO," R$ 19,765,484.23 "
GM 00480/2020,PANDEMIA,CENTRO-OESTE,MS," R$ 7,896,200.48 "
GM 00480/2020,PANDEMIA,CENTRO-OESTE,MT," R$ 9,738,821.57 "
GM 00478/2021,UTI,SUDESTE,SP," R$ 77,184,000.00 "
GM 00472/2021,UTI,CENTRO-OESTE,GO," R$ 3,744,000.00 "
GM 00431/2021,UTI,NORTE,AM," R$ 8,832,000.00 "
GM 00431/2021,UTI,NORTE,TO," R$ 1,632,000.00 "
GM 00431/2021,UTI,NORDESTE,AL," R$ 672,000.00 "
GM 00431/2021,UTI,NORDESTE,BA," R$ 7,584,000.00 "
GM 00431/2021,UTI,NORDESTE,CE," R$ 13,344,000.00 "
GM 00431/2021,UTI,NORDESTE,MA," R$ 768,000.00 "
GM 00431/2021,UTI,NORDESTE,PB," R$ 5,952,000.00 "
GM 00431/2021,UTI,NORDESTE,PE," R$ 25,536,000.00 "
GM 00431/2021,UTI,NORDESTE,PI," R$ 1,920,000.00 "
GM 00431/2021,UTI,NORDESTE,RN," R$ 1,920,000.00 "
GM 00431/2021,UTI,NORDESTE,SE," R$ 8,064,000.00 "
GM 00431/2021,UTI,SUDESTE,ES," R$ 22,176,000.00 "
GM 00431/2021,UTI,SUDESTE,MG," R$ 44,256,000.00 "
GM 00431/2021,UTI,SUDESTE,RJ," R$ 576,000.00 "
GM 00431/2021,UTI,SUDESTE,SP," R$ 87,744,000.00 "
GM 00431/2021,UTI,SUL,PR," R$ 50,208,000.00 "
GM 00431/2021,UTI,SUL,RS," R$ 52,608,000.00 "
GM 00431/2021,UTI,SUL,SC," R$ 13,056,000.00 "
GM 00431/2021,UTI,CENTRO-OESTE,GO," R$ 20,352,000.00 "
GM 00431/2021,UTI,CENTRO-OESTE,MS," R$ 2,592,000.00 "
GM 00431/2021,UTI,CENTRO-OESTE,MT," R$ 6,624,000.00 "
GM 00395/2020,PANDEMIA,NORTE,AC," R$ 1,733,622.00 "
GM 00395/2020,PANDEMIA,NORTE,AM," R$ 8,480,420.00 "
GM 00395/2020,PANDEMIA,NORTE,AP," R$ 1,685,828.00 "
GM 00395/2020,PANDEMIA,NORTE,PA," R$ 17,257,802.00 "
GM 00395/2020,PANDEMIA,NORTE,RO," R$ 3,715,984.00 "
GM 00395/2020,PANDEMIA,NORTE,RR," R$ 1,093,782.00 "
GM 00395/2020,PANDEMIA,NORTE,TO," R$ 3,198,632.00 "
GM 00395/2020,PANDEMIA,NORDESTE,AL," R$ 6,839,378.00 "
GM 00395/2020,PANDEMIA,NORDESTE,BA," R$ 31,045,710.00 "
GM 00395/2020,PANDEMIA,NORDESTE,CE," R$ 18,356,726.00 "
GM 00395/2020,PANDEMIA,NORDESTE,MA," R$ 14,242,312.00 "
GM 00395/2020,PANDEMIA,NORDESTE,PB," R$ 8,195,718.00 "
GM 00395/2020,PANDEMIA,NORDESTE,PE," R$ 19,301,208.00 "
GM 00395/2020,PANDEMIA,NORDESTE,PI," R$ 6,467,782.00 "
GM 00395/2020,PANDEMIA,NORDESTE,RN," R$ 7,196,576.00 "
GM 00395/2020,PANDEMIA,NORDESTE,SE," R$ 4,704,414.00 "
GM 00395/2020,PANDEMIA,SUDESTE,ES," R$ 8,277,314.00 "
GM 00395/2020,PANDEMIA,SUDESTE,MG," R$ 42,902,712.00 "
GM 00395/2020,PANDEMIA,SUDESTE,RJ," R$ 33,893,082.00 "
GM 00395/2020,PANDEMIA,SUDESTE,SP," R$ 92,129,856.00 "
GM 00395/2020,PANDEMIA,SUL,PR," R$ 23,077,036.00 "
GM 00395/2020,PANDEMIA,SUL,RS," R$ 22,833,790.00 "
GM 00395/2020,PANDEMIA,SUL,SC," R$ 14,532,386.00 "
GM 00395/2020,PANDEMIA,CENTRO-OESTE,DF," R$ 6,446,096.00 "
GM 00395/2020,PANDEMIA,CENTRO-OESTE,GO," R$ 14,034,992.00 "
GM 00395/2020,PANDEMIA,CENTRO-OESTE,MS," R$ 5,601,408.00 "
GM 00395/2020,PANDEMIA,CENTRO-OESTE,MT," R$ 6,910,184.00 "
GM 00373/2021,UTI,NORTE,AC," R$ 3,840,000.00 "
GM 00373/2021,UTI,NORTE,AM," R$ 4,800,000.00 "
GM 00373/2021,UTI,NORTE,PA," R$ 720,000.00 "
GM 00373/2021,UTI,NORTE,RO," R$ 3,456,000.00 "
GM 00373/2021,UTI,NORDESTE,AL," R$ 4,176,000.00 "
GM 00373/2021,UTI,NORDESTE,BA," R$ 44,928,000.00 "
GM 00373/2021,UTI,NORDESTE,CE," R$ 7,824,000.00 "
GM 00373/2021,UTI,NORDESTE,MA," R$ 7,008,000.00 "
GM 00373/2021,UTI,NORDESTE,PB," R$ 8,832,000.00 "
GM 00373/2021,UTI,NORDESTE,PE," R$ 2,880,000.00 "
GM 00373/2021,UTI,NORDESTE,PI," R$ 2,400,000.00 "
GM 00373/2021,UTI,NORDESTE,RN," R$ 7,248,000.00 "
GM 00373/2021,UTI,NORDESTE,SE," R$ 576,000.00 "
GM 00373/2021,UTI,SUDESTE,ES," R$ 23,136,000.00 "
GM 00373/2021,UTI,SUDESTE,MG," R$ 41,472,000.00 "
GM 00373/2021,UTI,SUDESTE,RJ," R$ 11,904,000.00 "
GM 00373/2021,UTI,SUDESTE,SP," R$ 72,576,000.00 "
GM 00373/2021,UTI,SUL,PR," R$ 17,616,000.00 "
GM 00373/2021,UTI,SUL,RS," R$ 26,880,000.00 "
GM 00373/2021,UTI,SUL,SC," R$ 34,560,000.00 "
GM 00373/2021,UTI,CENTRO-OESTE,DF," R$ 960,000.00 "
GM 00373/2021,UTI,CENTRO-OESTE,GO," R$ 14,400,000.00 "
GM 00373/2021,UTI,CENTRO-OESTE,MS," R$ 11,088,000.00 "
GM 00373/2021,UTI,CENTRO-OESTE,MT," R$ 7,344,000.00 "
GM 00132/2021,UTI,SUDESTE,SP,"-R$ 1,440,000.00 "
